source,section,subsection,type,content,tags,weight
windows_group_policies,GPO CREATION,3. Restrict Control Panel,prose,"Goal: Remove access to Control Panel and PC Settings.
Path: User Configuration > Policies > Administrative Templates > Control Panel","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,creation,restrict,control,panel,goal,remove,delete,del,userdel,uninstall,erase,drop,remov,access,pc,desktop,computer,client,workstation,machine,settings,set,setting,path,configuration,configur,policies,polici,administrative,administr,templates,templat,control panel,access to,configuration policies administrative,policies administrative,policies administrative templates,path user configuration,user configuration policies,gpo creation",0.633
windows_group_policies,GPO CREATION,4. Restrict Run Command,prose,"Goal: Prevent users from accessing the Run command prompt directly (makes launching programs harder, not impossible).
Path: User Configuration > Policies > Administrative Templates > Start Menu and Taskbar","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,creation,restrict,command,goal,prevent,users,accessing,access,prompt,directly,directli,makes,make,launching,launch,programs,program,harder,impossible,imposs,path,configuration,configur,policies,polici,administrative,administr,templates,templat,menu,taskbar,run command,command prompt,configuration policies administrative,policies administrative,policies administrative templates,the run,the run command,path user configuration",0.6084
windows_group_policies,OU STRUCTURE AND LINKING,Create OUs and Users,steps,"1. Create the following OUs in the domain:
   - gasten
   - medewerkers
   - kiosk-computers
2. Create child OUs under medewerkers:
   - docenten
   - slb
   - management
   - admin
3. Create the following users:
   - Piet Hein
   - Kioskuser
   - Ad
4. Place users in OUs:
   - Kioskuser → gasten
   - Piet Hein → medewerkers
   - Ad → admin  (Ad must be member of the same groups as domain administrator)
5. Computer placement:
   - PC1 → Computers (default, likely already there)
   - PC2 → kiosk-computers","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,structure,structur,linking,link,create,add,new,make,useradd,adduser,setup,configure,install,build,creat,ous,users,following,follow,gasten,medewerkers,medewerk,kiosk-computers,kiosk-comput,child,docenten,slb,manag,admin,piet,hein,kioskuser,kioskus,place,must,administrator,administr,computer,pc,desktop,client,workstation,machine,join,comput,placement,computers,default,likely,like,already,alreadi,create the following,piet hein,create the,the following,ous and,create ous,users in,users create",0.7088
windows_group_policies,OU STRUCTURE AND LINKING,Link GPOs to OUs,steps,"1. Baseline Security         → link to the domain
2. Restrict Run Command      → link to medewerkers and kiosk-computers
3. Restrict Control Panel    → link to kiosk-computers
4. Kiosk Computer Security   → link to kiosk-computers","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,structure,structur,linking,link,gpos,ous,baselin,secur,restrict,command,medewerkers,medewerk,kiosk-computers,kiosk-comput,control,panel,computer,pc,desktop,client,workstation,machine,join,comput,link to,computer security,gpos to,kiosk computer,kiosk computer security,restrict run,restrict run command,restrict control",0.7012
windows_group_policies,GPO HIERARCHY AND ENFORCEMENT,Enforcement and Inheritance Settings,steps,"1. Enforce the Baseline Security policy.
   Disable the user configuration section of this policy (no user settings configured) to improve login performance.
2. Block inheritance on the admin OU to prevent admin accounts from being restricted by GPOs.
3. Before blocking inheritance: note which 3 GPOs apply to the admin OU.
4. After blocking inheritance: note which GPO still applies and explain why (Enforced policies bypass inheritance blocking).","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,hierarchy,hierarchi,enforcement,enforc,inherit,settings,set,setting,baselin,secur,polici,disable,lock,deactivate,prevent,block,disabl,configuration,configur,section,configured,improve,improv,login,performance,perform,admin,accounts,account,restricted,restrict,gpos,blocking,apply,appli,still,applies,explain,enforced,policies,bypass,apply to the,gpos apply,gpos apply to,which gpos apply,block inheritance,block inheritance on,inheritance on,which gpos",0.6699
windows_group_policies,GPO VERIFICATION,Testing on PC1 (Medewerkers),steps,"1. Log in to PC1 with user 'piethein'.
2. Identify which GPOs apply to the computer.
3. Check which GPOs apply to the user with: gpresult /r
4. Verify the following:
   - Can the desktop be customized?
   - Can the Run command be used? (Win+R)
   - Is Control Panel directly accessible?
5. Log in to PC1 with admin account 'ad'.
6. Check which GPOs apply to 'ad' and whether the Run command can be used (explain why).","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,verify,check,id,query,man,verification,verif,testing,test,medewerkers,medewerk,log,piethein,identify,identifi,gpos,apply,appli,computer,pc,desktop,client,workstation,machine,join,comput,gpresult,verifi,following,follow,customized,custom,command,control,panel,directly,directli,accessible,access,admin,account,whether,explain,gpos apply,gpos apply to,which gpos apply,which gpos,apply to,apply to the,can the,in to",0.6736
windows_group_policies,GPO VERIFICATION,Testing on PC2 (Kiosk),steps,"1. Log in to PC2 (kiosk-computers OU) with user 'piethein'.
2. Verify the following:
   - Is the username shown on the login screen after logout?
   - Can the Run command be used?
   - Can the desktop be customized?
   - Is Control Panel directly accessible?
3. Use 'gpresult' and 'gpupdate' if settings are not as expected.
4. Check time synchronization between client and server.
5. Confirm PC2 is in the kiosk-computers OU.
6. Explain the difference in behavior for 'piethein' on PC1 vs PC2.
7. Also verify behavior with admin account 'ad'.","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,verify,check,id,query,man,verification,verif,testing,test,log,kiosk-computers,kiosk-comput,piethein,verifi,following,follow,username,usernam,name,shown,login,screen,logout,command,desktop,pc,computer,client,workstation,machine,join,customized,custom,control,panel,directly,directli,accessible,access,gpresult,gpupdate,gpupdat,settings,set,setting,expected,expect,time,synchronization,synchron,confirm,explain,difference,differ,behavior,vs,admin,account,can the,in to,is control,is control panel,is in the,log in to,admin account,and server",0.645
windows_group_policies,GPO BACKUP AND RESTORE,Backup via PowerShell,command,"# Discover the correct cmdlet for GPO backup
Get-Command -Noun gpo

# Back up all GPOs to a local path (example)
Backup-GPO -All -Path C:\GPOBackups","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,powershell,cmdlet,new-aduser,import-csv,module,script,bulk,active,directory,backup,restore,restor,powershel,discover,discov,correct,get-command,-command,noun,gpos,local,path,example,exampl,backup-gpo,gpobackups,gpobackup,restore backup,local path,all gpos,all path,all path gpobackups,backup-gpo all,backup-gpo all path,get-command noun",0.709
windows_group_policies,FOLDER REDIRECTION,Setup and Configuration,steps,"1. On DC1: create and share the folder C:\shares\medewerkers.
   - Grant 'Domain Users' Full Control.
   - Remove all other groups.
2. Create a new GPO named 'Folder Redirection'.
   Path: User Configuration > Policies > Windows Settings > Folder Redirection > Documents > Properties
3. Set redirection option: Basic - Redirect everyone's folder to the same location.
   Target: \\dc1\medewerkers  (UNC format)
4. Link the GPO to the medewerkers OU.
5. Users must log off and back on for redirection to take effect.
6. Verify on PC1: check Documents folder properties (should show green icon).
7. Verify on DC1: new user folders should appear in the medewerkers share.","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,redirect,setup,configure,install,create,build,initialize,configuration,configur,creat,share,shares,medewerkers,medewerk,grant,users,full,control,remove,delete,del,userdel,uninstall,erase,drop,remov,named,name,path,policies,polici,window,settings,set,setting,documents,document,properties,properti,property,option,basic,everyone,everyon,location,locat,target,unc,format,link,must,log,take,effect,verify,verifi,check,show,display,list,view,get,print,green,icon,folders,appear,folder redirection,the medewerkers,verify on,on dc1,to the,link the gpo,create and share,dc1 create",0.6364
windows_group_policies,ADMINISTRATIVE TEMPLATES,Install Office 2016 ADMX Templates,steps,"1. Download Office 2016 Admin Templates from:
   https://www.microsoft.com/en-us/download/details.aspx?id=49030
2. Install on DC1.
3. Create GPOs: 'Powerpoint 2016' and 'Word 2016'.
4. Copy all ADMX files to: C:\Windows\PolicyDefinitions\
5. Copy ADML files to: C:\Windows\PolicyDefinitions\en-US\","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,administrative,administr,templates,templat,install,add,setup,enable,dnf,apt,rpm,configure,instal,offic,download,admin,https,http,www,com,en-us,en-u,details,detail,aspx,id,create,new,make,useradd,adduser,build,creat,gpos,powerpoint,word,copy,copi,files,file,window,policydefinitions,policydefinit,adml,files to,admx files,copy all,dc1 create,on dc1 create,https www,administrative templates,on dc1",0.6864
windows_group_policies,ADMINISTRATIVE TEMPLATES,Configure Powerpoint 2016 GPO,steps,"Use a filter to find user options.
1. Set Default file location to a share on the DC.
2. Set Autorecovery save frequency to 10 minutes.","windows,server,win,microsoft,ad,domain,active directory,group,groups,groupadd,groupmod,groupdel,member,membership,security group,policy,gpo,group policy,aduc,ou,baseline,security,adac,user,management,kiosk,folder,redirection,software,deploy,admx,template,office,loopback,inheritance,enforce,school.test,dc1,pc1,pc2,administrative,administr,templates,templat,configure,config,setup,set,customise,customize,edit,change,configur,powerpoint,filter,find,options,option,default,file,location,locat,share,dc,domain controller,promote,adds,forest,autorecovery,autorecoveri,save,frequency,frequenc,minutes,minut,minute,file location,filter to,on the dc,set default,find user,the dc,to find,administrative templates",0.6659
